epoch,accuracy,loss,val_accuracy,val_loss
1,0.4449673,1898.14978,0.572214067,2142.068604
2,0.447910577,1895.840088,0.573497176,2136.761963
3,0.451732039,1891.837158,0.575528979,2132.539307
4,0.456608087,1886.299438,0.581789136,2129.310059
5,0.461907268,1879.407959,0.589549422,2127.016602
6,0.467441142,1871.369385,0.593025029,2125.583252
7,0.474215358,1862.404053,0.596120179,2124.94165
8,0.483649373,1852.726929,0.597448707,2125.05249
9,0.494517684,1842.548096,0.597765446,2125.862305
0,0.641293645,2638.837402,0.570773661,2076.642822
1,0.640371382,2640.348145,0.570379615,2078.891357
2,0.640242517,2639.477783,0.570273161,2080.605469
3,0.640725374,2636.394043,0.570345759,2081.751953
4,0.641741276,2631.356201,0.57005614,2082.36084
5,0.643203378,2624.685303,0.569570601,2082.499756
6,0.645024955,2616.727783,0.569226742,2082.267334
7,0.647129297,2607.828125,0.569306791,2081.779053
8,0.649460852,2598.312256,0.569583476,2081.143066
9,0.651893437,2588.475586,0.570193827,2080.460938
0,0.592686653,2284.085449,0.609731734,1540.511841
1,0.592344165,2281.846436,0.614746094,1538.754883
2,0.592847347,2278.346436,0.620784521,1536.861816
3,0.593909383,2273.70752,0.626967371,1534.953979
4,0.595648885,2268.081543,0.63266468,1533.171753
5,0.597539604,2261.6521,0.637654603,1531.647583
6,0.599887431,2254.612061,0.641788721,1530.497192
7,0.60278523,2247.159668,0.643067777,1529.804321
8,0.606408715,2239.479492,0.642962635,1529.619995
9,0.611028373,2231.735352,0.642355025,1529.962524
0,0.577648222,2481.374023,0.670108378,1873.608154
1,0.575971127,2481.845947,0.667057991,1873.865967
2,0.574903011,2480.748779,0.664616585,1873.891846
3,0.57450223,2478.179688,0.662714303,1873.615234
4,0.574554443,2474.279785,0.661797404,1873.029053
5,0.57495594,2469.223633,0.661815047,1872.172607
6,0.575762928,2463.203369,0.662612557,1871.117188
7,0.576995194,2456.416748,0.663656294,1869.948975
8,0.578504801,2449.061035,0.664784074,1868.762085
9,0.580276847,2441.321289,0.666025817,1867.647705
0,0.68126291,1960.3479,0.521675646,1403.842651
1,0.68326956,1958.736084,0.52888453,1403.745605
2,0.684642196,1955.749634,0.536598027,1403.934937
3,0.685443103,1951.484009,0.54319185,1404.369019
4,0.68599987,1946.066772,0.547884107,1405.017334
5,0.686380327,1939.644287,0.551183403,1405.859131
6,0.686677396,1932.377197,0.553353548,1406.880371
7,0.686899841,1924.432617,0.554898381,1408.075928
8,0.687217891,1915.980835,0.555965185,1409.443237
9,0.687544107,1907.181274,0.556656241,1410.989014
0,0.638427734,2341.269287,0.729606092,1936.766357
1,0.638704419,2336.357178,0.729920089,1937.639282
2,0.639100492,2330.540039,0.730110705,1937.729736
3,0.639746785,2324.005859,0.730221868,1937.101807
4,0.640573442,2316.953369,0.730211735,1935.848877
5,0.64155817,2309.578125,0.73016423,1934.082275
6,0.642719865,2302.068115,0.730019152,1931.928345
7,0.643878162,2294.589844,0.729768217,1929.505859
8,0.645201981,2287.277832,0.729397893,1926.927734
9,0.646642387,2280.252441,0.72901541,1924.301514
0,0.5981493,1779.582642,0.658911824,1738.177124
1,0.601725936,1780.226929,0.658943713,1736.807861
2,0.606492102,1779.006592,0.658860922,1735.989502
3,0.610872388,1776.142944,0.658534765,1735.680054
4,0.614499211,1771.907593,0.657894552,1735.869385
5,0.617990434,1766.594971,0.657097697,1736.555054
6,0.621466756,1760.496338,0.655788183,1737.732178
7,0.62495321,1753.88501,0.654187024,1739.385132
8,0.628559053,1747.007446,0.652665198,1741.483643
9,0.631922722,1740.073242,0.651184738,1743.976196
0,0.65373534,2702.21582,0.666743994,1771.099854
1,0.650779188,2702.29541,0.666017652,1773.648804
2,0.649821639,2700.195557,0.665767431,1775.248779
3,0.650231242,2696.083008,0.665856957,1775.918701
4,0.651963294,2690.177734,0.666302502,1775.752563
5,0.655173719,2682.734863,0.667232931,1774.892822
6,0.660090446,2674.021484,0.668780506,1773.50708
7,0.666913509,2664.310303,0.670488119,1771.771484
8,0.674228907,2653.866211,0.672279894,1769.865234
9,0.680402279,2642.934082,0.674049199,1767.946045
0,0.696544707,1283.411011,0.643252909,1629.549683
1,0.698817968,1280.87793,0.644844592,1628.807617
2,0.701788306,1277.781372,0.645940483,1628.242554
3,0.704930305,1274.181396,0.646674931,1627.803589
4,0.708100021,1270.13623,0.647025526,1627.446899
5,0.710591614,1265.703857,0.647212744,1627.132446
6,0.712510824,1260.940918,0.647179484,1626.829224
7,0.714126945,1255.90625,0.647347033,1626.511597
8,0.715321183,1250.657471,0.647097468,1626.16394
9,0.716451705,1245.251465,0.646569848,1625.776367
0,0.683622241,2014.985107,0.65089041,1856.404907
1,0.683342814,2012.625,0.651487887,1855.406982
2,0.683128536,2009.398804,0.65206027,1854.737671
3,0.683022082,2005.418701,0.652396619,1854.3479
4,0.683097303,2000.793945,0.652684867,1854.199829
5,0.683268249,1995.632813,0.652993441,1854.265381
6,0.683589697,1990.036865,0.653223336,1854.523804
7,0.684027791,1984.101929,0.653443754,1854.957764
8,0.684602201,1977.91333,0.653485119,1855.556396
9,0.685291231,1971.547607,0.653550208,1856.307983
0,0.666065812,2140.996338,0.632792175,1477.653076
1,0.666086137,2140.574219,0.632701933,1476.990601
2,0.666116655,2138.485352,0.632191956,1476.219482
3,0.666065156,2134.917969,0.631363928,1475.411499
4,0.66593492,2130.089111,0.63040638,1474.646851
5,0.665641248,2124.228516,0.628870964,1474.004639
6,0.665423572,2117.565186,0.626955152,1473.550659
7,0.665317118,2110.322998,0.624492705,1473.338013
8,0.665681303,2102.697998,0.621886551,1473.397217
9,0.666879594,2094.859131,0.61940378,1473.743774
0,0.667595744,1665.316162,0.697188973,1543.726074
1,0.668537736,1664.135498,0.697106957,1543.074707
2,0.669474304,1662.174561,0.696962476,1542.7052
3,0.670393229,1659.475342,0.696925879,1542.561401
4,0.671378553,1656.109741,0.697256148,1542.619385
5,0.672365308,1652.180054,0.697636604,1542.875366
6,0.67327404,1647.807373,0.698191345,1543.338867
7,0.674227595,1643.113647,0.698904753,1544.021729
8,0.67513293,1638.229126,0.699607313,1544.932983
9,0.675969779,1633.259399,0.700250924,1546.08252
0,0.602570951,2331.163086,0.648704708,1592.105225
1,0.60194093,2329.669189,0.649578154,1592.590942
2,0.602195203,2327.241211,0.6502828,1592.653687
3,0.603395581,2323.957764,0.650769711,1592.304199
4,0.605379939,2319.922852,0.65105319,1591.590332
5,0.607952893,2315.259033,0.651211202,1590.585449
6,0.611022294,2310.094971,0.651281059,1589.378418
7,0.614254415,2304.557373,0.651188135,1588.05957
8,0.617376029,2298.763916,0.650947392,1586.717163
9,0.620359957,2292.81665,0.650719523,1585.431396
0,0.707613826,1918.869873,0.67418617,1766.415649
1,0.707315385,1919.259033,0.673904061,1766.884766
2,0.708069503,1918.140381,0.673667371,1766.928955
3,0.709643543,1915.684814,0.673592806,1766.613037
4,0.711879492,1912.078491,0.673731148,1766.014404
5,0.71460098,1907.514404,0.674150944,1765.212891
6,0.71761477,1902.177002,0.67460531,1764.282471
7,0.720861793,1896.242432,0.675380468,1763.289429
8,0.72402072,1889.87146,0.676267505,1762.287354
9,0.727185726,1883.210693,0.676907003,1761.317017
0,0.711164713,2093.294189,0.619056523,1742.286499
1,0.711827278,2093.70166,0.623123527,1740.996826
2,0.712274194,2093.734375,0.626011133,1740.003662
3,0.712651253,2093.344727,0.62787205,1739.234009
4,0.712881148,2092.515381,0.62904799,1738.635132
5,0.713077784,2091.250732,0.629899085,1738.172241
6,0.7131809,2089.57373,0.63050133,1737.826416
7,0.713212073,2087.521973,0.630961776,1737.587646
8,0.713247359,2085.143311,0.631311715,1737.453369
9,0.713307679,2082.48999,0.631569445,1737.422241
0,0.572760701,2025.191162,0.664906144,1876.37915
1,0.57371217,2022.090088,0.666185856,1876.309814
2,0.575157344,2018.263306,0.666852474,1876.389404
3,0.576944292,2013.865234,0.667267501,1876.642334
4,0.579155147,2009.039795,0.667095244,1877.088623
5,0.581615508,2003.917725,0.665104866,1877.736572
6,0.584056914,1998.612671,0.662160218,1878.593018
7,0.586651623,1993.218384,0.659564912,1879.647705
8,0.589221895,1987.815796,0.657896578,1880.885498
9,0.591748059,1982.468506,0.656415462,1882.287476
0,0.609180391,1833.90979,0.634766281,1840.783569
1,0.609328866,1834.307861,0.633692086,1841.001587
2,0.610066712,1832.068115,0.633781612,1840.887939
3,0.611403406,1827.499634,0.634937882,1840.503296
4,0.61308527,1820.968384,0.637567818,1839.962158
5,0.615169287,1812.869507,0.642596424,1839.400635
6,0.617603242,1803.5979,0.650706649,1838.956421
7,0.620324016,1793.534912,0.660803199,1838.75
8,0.623215735,1783.027588,0.669977486,1838.873413
9,0.626247823,1772.37854,0.675358772,1839.383545
0,0.541388631,1886.012085,0.672157109,2055.114258
1,0.540568054,1886.854858,0.672970891,2058.864746
2,0.539933264,1885.009033,0.673274755,2062.302246
3,0.539423943,1880.81604,0.673182487,2065.474365
4,0.538958728,1874.737061,0.672852933,2068.517578
5,0.538587809,1867.272217,0.672299504,2071.597168
6,0.53827107,1858.90979,0.671311438,2074.854736
7,0.538493514,1850.101929,0.669884562,2078.37085
8,0.539486349,1841.248657,0.667100668,2082.158936
9,0.542291284,1832.673462,0.662948966,2086.141113
0,0.653295875,2617.244873,0.63587445,2023.082642
1,0.654982507,2611.104736,0.633281112,2025.261475
2,0.656392395,2597.693604,0.630472839,2025.066162
3,0.657779276,2578.288818,0.627771676,2022.919922
4,0.65888536,2554.388184,0.625113249,2019.362549
5,0.659832776,2527.552246,0.622252047,2014.960938
6,0.660888672,2499.284668,0.619183362,2010.234009
7,0.661725521,2470.877686,0.616135657,2005.609009
8,0.66264379,2443.404053,0.613311768,2001.41272
9,0.6633389,2417.674072,0.610730648,1997.857666
0,0.632335067,2083.013672,0.631072342,1471.085083
1,0.631473124,2072.007813,0.630313456,1467.094604
2,0.631595194,2061.915039,0.630255818,1463.65625
3,0.632674158,2052.612793,0.630827487,1460.694946
4,0.634691,2043.963501,0.631905794,1458.141724
5,0.637444377,2035.838135,0.633607328,1455.939697
6,0.640749097,2028.114624,0.635578096,1454.041382
7,0.644441068,2020.680054,0.638134778,1452.406738
8,0.648685694,2013.436768,0.641196668,1451.012451
9,0.653297246,2006.322876,0.644550264,1449.848755
0,0.601675093,2282.496582,0.654679358,1443.477051
1,0.609526932,2283.021973,0.65583092,1440.660156
2,0.618397355,2282.36377,0.657421172,1438.260498
3,0.626217961,2280.607178,0.659221709,1436.300537
4,0.632874906,2277.865234,0.661317945,1434.799438
5,0.63930732,2274.27417,0.66370374,1433.768433
6,0.645166695,2269.975098,0.666994214,1433.212402
7,0.649016678,2265.11084,0.668996871,1433.128174
8,0.65064019,2259.817627,0.670407414,1433.498291
9,0.650689006,2254.227295,0.671499312,1434.300049
0,0.711254179,1508.273071,0.656937659,1914.178467
1,0.712083578,1505.384888,0.660966635,1913.253662
2,0.712834358,1501.265625,0.664107263,1911.707275
3,0.713489473,1496.202271,0.666665316,1909.820557
4,0.714080811,1490.487671,0.668632686,1907.91333
5,0.714504004,1484.401855,0.670147717,1906.296875
6,0.714905441,1478.19873,0.671089709,1905.244385
7,0.715159118,1472.094604,0.671337187,1904.954346
8,0.715447307,1466.266968,0.670927584,1905.543701
9,0.715550423,1460.842651,0.669875741,1907.023804
0,0.632228613,1882.689697,0.699026823,1701.47168
1,0.633104086,1879.031616,0.69982028,1704.696045
2,0.634254277,1875.126953,0.700619817,1707.763916
3,0.635896146,1871.017822,0.701515019,1710.465088
4,0.638016105,1866.733154,0.70239532,1712.631104
5,0.640609384,1862.295654,0.70310396,1714.141357
6,0.643762887,1857.721924,0.703844547,1714.927002
7,0.647939742,1853.02832,0.704515934,1714.965088
8,0.653704822,1848.233032,0.70502317,1714.283447
9,0.659104407,1843.356445,0.705511451,1712.950195
0,0.598206937,1868.831421,0.671491146,2058.785645
1,0.597771525,1865.515381,0.672745109,2057.899414
2,0.597632527,1861.586182,0.673812509,2056.930664
3,0.597736955,1857.13208,0.674569368,2055.878906
4,0.598115385,1852.238525,0.675112605,2054.744385
5,0.598607719,1846.988525,0.675465882,2053.53125
6,0.59932524,1841.460571,0.675592065,2052.246582
7,0.600251615,1835.728149,0.67549777,2050.908447
8,0.601371229,1829.859741,0.67520684,2049.535156
9,0.602619112,1823.914429,0.674814165,2048.141602
0,0.525598168,2305.914795,0.717940927,1797.321899
1,0.529793322,2301.504883,0.719426155,1794.334717
2,0.536465764,2294.20752,0.720218241,1791.075806
3,0.54665935,2284.630127,0.719258606,1787.937134
4,0.557879627,2273.37915,0.716488957,1785.295532
5,0.569078207,2261.025635,0.711452901,1783.474243
6,0.579153776,2248.090576,0.705451787,1782.708252
7,0.587502062,2235.019531,0.698624671,1783.144775
8,0.594237626,2222.175293,0.690049887,1784.83374
9,0.600012898,2209.827637,0.67966646,1787.735962
0,0.731103539,1619.227051,0.607182503,1353.435791
1,0.736202657,1616.070435,0.60377878,1360.876709
2,0.739674866,1612.643066,0.601097941,1368.242676
3,0.741937935,1608.890137,0.598803699,1375.313354
4,0.742676437,1604.806274,0.596847177,1381.96228
5,0.74124825,1600.434082,0.595055461,1388.131348
6,0.740555167,1595.845825,0.593440056,1393.812866
7,0.74026829,1591.130859,0.592083037,1399.029541
8,0.74014008,1586.38269,0.590825081,1403.81897
9,0.740043104,1581.690796,0.589841723,1408.219238
0,0.588468432,1889.498047,0.633097351,2135.515869
1,0.587226689,1889.096313,0.633616149,2137.807861
2,0.58715415,1886.938843,0.635557055,2137.57251
3,0.588290095,1883.232422,0.638383627,2135.197998
4,0.590528727,1878.238892,0.642059982,2131.126709
5,0.593794107,1872.246826,0.646185994,2125.813965
6,0.59782511,1865.549805,0.649571419,2119.689697
7,0.602442086,1858.425049,0.653065324,2113.138672
8,0.607613146,1851.120483,0.656411409,2106.486572
9,0.613041878,1843.85083,0.659477413,2100.007813
0,0.622152388,2288.005371,0.665178776,1584.608887
1,0.620634615,2281.11377,0.67449069,1580.444092
2,0.618996203,2270.268311,0.68172878,1576.246826
3,0.617180705,2256.323486,0.685207784,1572.142212
4,0.615436494,2240.192871,0.686444104,1568.267212
5,0.613718688,2222.775635,0.686375618,1564.752075
6,0.61244911,2204.893555,0.685692668,1561.694458
7,0.611230493,2187.241943,0.685248494,1559.158325
8,0.610169828,2170.378906,0.684714079,1557.168945
9,0.609592676,2154.713135,0.684268534,1555.725464
0,0.577539086,2167.29541,0.632844388,2123.547852
1,0.579934359,2175.147461,0.633480489,2123.98877
2,0.585244417,2179.966309,0.63440758,2124.406982
3,0.588290095,2181.620605,0.635578096,2124.549805
4,0.590212703,2180.186035,0.63680011,2124.296387
5,0.591866732,2175.906982,0.638275802,2123.621826
6,0.593398035,2169.143311,0.639687121,2122.578857
7,0.594828963,2160.332764,0.641066492,2121.258789
8,0.59600693,2149.948486,0.642317712,2119.780029
9,0.597275794,2138.471436,0.643412948,2118.265381
0,0.746440291,1724.686768,0.67391628,1583.482178
1,0.747977018,1721.932251,0.675970435,1582.613037
2,0.749879956,1719.208618,0.678238273,1582.034546
3,0.75200808,1716.490479,0.680666804,1581.69812
4,0.754381657,1713.758179,0.683090568,1581.564209
5,0.756844103,1710.992188,0.685664177,1581.598633
6,0.759558082,1708.179321,0.688313782,1581.776367
7,0.762265325,1705.310303,0.690947831,1582.079468
8,0.765100777,1702.381104,0.693549931,1582.494995
9,0.767933488,1699.392334,0.696092367,1583.013062
0,0.647215426,1568.296021,0.71832478,1444.171997
1,0.650916874,1566.704468,0.72043252,1442.907593
2,0.654890299,1564.600464,0.722353101,1441.618408
3,0.659225106,1562.055054,0.724135339,1440.33728
4,0.663598657,1559.140625,0.725505888,1439.095825
