epoch,accuracy,loss,val_accuracy,val_loss
8,0.78705442,1438.847534,0.718960881,1580.61499
9,0.788956702,1431.775391,0.716394722,1581.990967
0,0.720567465,1915.996704,0.738673925,1375.744629
1,0.718595386,1908.80249,0.737139225,1376.248291
2,0.716830134,1900.278076,0.735599101,1376.95752
3,0.715299487,1890.844482,0.734045386,1377.91333
4,0.713993311,1880.895752,0.73258394,1379.174683
5,0.712908268,1870.780029,0.731043816,1380.798706
6,0.712074101,1860.789795,0.729270399,1382.817383
7,0.711433947,1851.145752,0.727273226,1385.23645
8,0.710820198,1842.008179,0.725167513,1388.031128
9,0.710287154,1833.473633,0.722806096,1391.15332
0,0.626584172,1591.82251,0.691861272,2059.37085
1,0.626671672,1596.508545,0.690390348,2061.684814
2,0.627386451,1598.419922,0.689640999,2063.579346
3,0.628703475,1597.630859,0.689488411,2065.061768
4,0.630613863,1594.368042,0.689980745,2066.216553
5,0.633104801,1588.967041,0.690982401,2067.170898
6,0.636048019,1581.829834,0.692446589,2068.066406
7,0.639430046,1573.390503,0.694174528,2069.031494
8,0.643035889,1564.076904,0.696189344,2070.16748
9,0.646952331,1554.29187,0.698389351,2071.54126
0,0.655152738,2008.165405,0.681466997,1934.513672
1,0.659838855,2003.674072,0.687875032,1934.56897
2,0.663188994,1999.055908,0.695090055,1934.44165
3,0.666661918,1994.360596,0.699379504,1934.068115
4,0.670184314,1989.611328,0.702902555,1933.405518
5,0.673896611,1984.830078,0.705978751,1932.425049
6,0.678245008,1980.041992,0.70853138,1931.125366
7,0.683605969,1975.250244,0.710673034,1929.517578
8,0.689807832,1970.46228,0.712312818,1927.642212
9,0.696784139,1965.693115,0.713631868,1925.548584
0,0.682371676,1679.506592,0.732611775,1867.61499
1,0.683401167,1678.343506,0.733274996,1865.234131
2,0.685521126,1675.675537,0.734853804,1862.403687
3,0.688517272,1671.696533,0.737184644,1859.319092
4,0.692202449,1666.62915,0.740128577,1856.178467
5,0.696521699,1660.706787,0.743446171,1853.168335
6,0.70139569,1654.164795,0.746936023,1850.432617
7,0.706700325,1647.224854,0.750733078,1848.088501
8,0.712498665,1640.087891,0.754979134,1846.202393
9,0.71849227,1632.918579,0.758268237,1844.798096
0,0.737288415,1433.856323,0.757810473,1574.726685
1,0.741678894,1434.514038,0.758097351,1575.094604
2,0.746150732,1434.274658,0.75822413,1575.586426
3,0.75062865,1433.17627,0.758129179,1576.166138
4,0.754285336,1431.27478,0.757923067,1576.835083
5,0.757335067,1428.644653,0.757620573,1577.621826
6,0.759688318,1425.372925,0.757113993,1578.563232
7,0.761587203,1421.553345,0.756554484,1579.692871
8,0.763170719,1417.283325,0.755921781,1581.043091
9,0.7645033,1412.653442,0.755373836,1582.628418
0,0.713279188,1587.848755,0.714358866,1902.002563
1,0.713148355,1588.503174,0.716271996,1902.512329
2,0.713065565,1587.841309,0.718347847,1903.631592
3,0.713001192,1586.022339,0.720283329,1905.303345
4,0.712995052,1583.199097,0.722236454,1907.473877
5,0.71312052,1579.516724,0.7237854,1910.097412
6,0.713172078,1575.106445,0.725158036,1913.127319
7,0.713337541,1570.092407,0.726266146,1916.511963
8,0.713573515,1564.582642,0.727166772,1920.208374
9,0.713880062,1558.676392,0.728133142,1924.177979
0,0.796234131,1146.853882,0.731096029,1769.755493
1,0.79785496,1145.12561,0.730693221,1773.809326
2,0.799846709,1142.262329,0.730180502,1778.8396
3,0.802161336,1138.528442,0.729694307,1784.69165
4,0.804669857,1134.181152,0.729163289,1791.182251
5,0.807434738,1129.451538,0.728729248,1798.105225
6,0.810113549,1124.534424,0.728176534,1805.24585
7,0.812678337,1119.58252,0.727718771,1812.383057
8,0.815393746,1114.70813,0.727216244,1819.301514
9,0.818083346,1109.985107,0.726764619,1825.80249
0,0.688160539,1336.883301,0.64491576,1738.942383
1,0.688650846,1332.264648,0.641383886,1741.820068
2,0.688928902,1326.463501,0.636870682,1743.008179
3,0.688829184,1319.766113,0.631777644,1742.840088
4,0.688336194,1312.486328,0.625899255,1741.703125
5,0.687518299,1304.934937,0.619082332,1739.995361
6,0.686128736,1297.397583,0.611118555,1738.052002
7,0.684178352,1290.117798,0.602341712,1736.126221
8,0.681854248,1283.281372,0.593055546,1734.417725
9,0.679353833,1277.01709,0.58436209,1733.067627
0,0.760067403,1370.283325,0.713141561,1917.392822
1,0.760828972,1370.154541,0.710596383,1913.156982
2,0.761444747,1369.523926,0.708711088,1908.458984
3,0.76217854,1368.397461,0.707396805,1903.455322
4,0.763061523,1366.791504,0.706606746,1898.275146
5,0.764077425,1364.730347,0.70635581,1893.03418
6,0.765288651,1362.24707,0.706472456,1887.827393
7,0.766614437,1359.38269,0.707035303,1882.733643
8,0.7679708,1356.183105,0.708016634,1877.823242
9,0.769407153,1352.705688,0.70924139,1873.156982
0,0.656998038,1696.477905,0.740647376,1672.413696
1,0.659072518,1692.423584,0.743762195,1667.260376
2,0.662334502,1686.474365,0.747590482,1662.311279
3,0.667491972,1679.112305,0.751614034,1657.929321
4,0.676177323,1670.823242,0.756538212,1654.432373
5,0.690387666,1662.053467,0.762283683,1652.058838
6,0.707830131,1653.200195,0.759047449,1650.953857
7,0.72295326,1644.581299,0.752828658,1651.158203
8,0.733632386,1636.429565,0.743004024,1652.60376
9,0.741156697,1628.906616,0.72503525,1655.135742
0,0.632539868,2397.475586,0.734623194,1383.134399
1,0.633612752,2397.927002,0.736055493,1382.676392
2,0.635091841,2392.875,0.737940788,1382.002808
3,0.637076139,2382.901367,0.740294039,1381.104492
4,0.63944906,2368.81543,0.743304431,1380.191406
5,0.642221391,2351.546631,0.746634245,1379.605591
6,0.645541072,2332.072021,0.749818921,1379.745483
7,0.64914006,2311.372314,0.751686633,1381.002075
8,0.653122306,2290.343506,0.750406206,1383.700928
9,0.658385575,2269.767822,0.744926631,1388.05188
0,0.654970288,1952.412109,0.725404859,1997.950928
1,0.655122876,1947.656616,0.72052139,1999.012085
2,0.65455389,1943.118408,0.715892196,2000.718384
3,0.65377605,1938.716553,0.711185038,2003.015991
4,0.652939856,1934.397217,0.706765413,2005.841553
5,0.65229696,1930.132446,0.703159571,2009.102295
6,0.651898205,1925.900391,0.700168848,2012.674805
7,0.651571333,1921.686157,0.697953284,2016.412354
8,0.651407897,1917.474976,0.696477592,2020.163696
9,0.651329875,1913.258179,0.695759416,2023.780029
0,0.589274764,1954.18042,0.705554187,1389.009644
1,0.590257406,1947.815186,0.706191003,1393.251099
2,0.592089176,1934.497314,0.707482219,1395.825195
3,0.594563127,1915.851563,0.709406197,1396.952759
4,0.5977512,1893.544556,0.712230086,1396.878174
5,0.601674378,1869.136353,0.715913892,1395.827637
6,0.606268287,1844.007813,0.719680429,1394.009521
7,0.612733305,1819.258545,0.722613513,1391.573486
8,0.622799993,1795.734131,0.724749088,1388.680908
9,0.637049675,1773.986084,0.725882947,1385.456665
0,0.68236357,1791.642334,0.683989108,1595.348755
1,0.68535018,1792.173096,0.686793327,1592.078613
2,0.687276185,1792.670532,0.689098418,1589.026611
3,0.688397229,1792.883545,0.691151261,1586.202393
4,0.6897434,1792.634033,0.693095565,1583.61792
5,0.690032959,1791.817993,0.695313156,1581.275513
6,0.689935982,1790.394165,0.698042154,1579.178101
7,0.688683391,1788.360718,0.700866044,1577.319946
8,0.687206328,1785.750366,0.70321995,1575.685059
9,0.685718477,1782.62207,0.705334485,1574.251099
0,0.805365682,1910.40271,0.703411162,1482.931396
1,0.802675366,1900.797607,0.703759074,1476.824951
2,0.801965356,1884.070679,0.704501688,1470.338013
3,0.803036153,1862.162476,0.70549655,1464.484009
4,0.805731893,1837.136963,0.706465662,1460.20752
5,0.810228109,1811.001709,0.706915259,1458.262451
6,0.815910518,1785.52832,0.706516504,1459.128662
7,0.820966244,1762.102295,0.705211699,1462.986328
8,0.82402277,1741.638428,0.702891052,1469.684326
9,0.82555747,1724.601929,0.698982775,1478.795776
0,0.695194483,1709.986938,0.675286174,1832.488037
1,0.690553784,1714.820557,0.661711276,1851.625732
2,0.686791301,1719.588135,0.650142431,1867.921509
3,0.683635116,1723.559204,0.641186535,1880.359619
4,0.681044519,1726.206665,0.634478748,1888.3396
5,0.679357886,1727.204834,0.629020154,1891.663818
6,0.678276241,1726.413696,0.62499392,1890.490967
7,0.67800498,1723.860596,0.62229073,1885.269775
8,0.678426802,1719.706421,0.6206007,1876.666016
9,0.679380298,1714.205811,0.619955778,1865.464233
0,0.598961055,1681.432373,0.68024087,1416.267944
1,0.599890828,1675.873291,0.681078434,1410.052734
2,0.601471603,1668.956055,0.682925761,1403.773804
3,0.603848577,1661.248291,0.685894787,1397.987427
4,0.606721997,1653.264404,0.68937242,1393.124756
5,0.610729277,1645.432373,0.693397343,1389.469971
6,0.615871847,1638.061401,0.698071957,1387.150757
7,0.621956408,1631.343262,0.703360319,1386.150391
8,0.633433044,1625.377075,0.708500862,1386.327271
9,0.650827348,1620.165161,0.71311307,1387.452393
0,0.793202698,1563.075317,0.672009945,2078.8396
1,0.795399308,1563.900879,0.671893299,2077.338623
2,0.797075748,1563.924683,0.670452178,2076.383057
3,0.798322201,1563.017212,0.669158936,2075.535645
4,0.799250603,1561.158325,0.667957246,2074.561035
5,0.799938262,1558.420532,0.666938603,2073.392822
6,0.800378442,1554.942139,0.665863037,2072.081787
7,0.800685644,1550.901367,0.664868176,2070.755127
8,0.801000953,1546.493042,0.664242208,2069.565186
9,0.801292598,1541.904907,0.663849533,2068.657227
0,0.663667798,1827.33667,0.651401758,1890.719482
1,0.661604166,1827.022705,0.651574731,1891.875732
2,0.659402132,1825.863037,0.651576757,1893.167603
3,0.65850693,1823.904053,0.651908338,1894.541992
4,0.658776879,1821.195313,0.652267814,1895.951904
5,0.659450293,1817.793945,0.652608931,1897.359009
6,0.660565853,1813.768311,0.652966321,1898.737549
7,0.662464738,1809.193115,0.653178573,1900.07251
8,0.665953934,1804.151978,0.653339326,1901.357422
9,0.670473218,1798.734741,0.65345186,1902.598877
0,0.757862031,1344.482666,0.790531397,1382.03479
1,0.75635308,1344.145142,0.790226936,1382.077271
2,0.755605042,1342.278687,0.790255427,1382.224976
3,0.755546749,1339.11499,0.790517867,1382.637329
4,0.756207943,1334.942505,0.791023076,1383.470825
5,0.757579207,1330.071655,0.791535795,1384.856689
6,0.759931087,1324.810791,0.791883707,1386.868896
7,0.762906909,1319.451172,0.792094588,1389.5177
8,0.766824007,1314.233521,0.792087138,1392.749878
9,0.771830916,1309.353882,0.791837573,1396.447021
0,0.682439506,1212.790283,0.755469441,1813.445679
1,0.682980657,1212.352783,0.757057011,1819.903076
2,0.683355689,1211.33667,0.756013334,1825.644775
3,0.682468653,1209.779907,0.753125668,1830.559326
4,0.681967497,1207.755249,0.747520626,1834.593384
5,0.682394087,1205.324585,0.741122782,1837.735718
6,0.682673454,1202.588135,0.735925972,1839.999268
7,0.683183432,1199.641479,0.731464982,1841.427734
8,0.682790816,1196.565674,0.727438688,1842.079468
9,0.681184232,1193.432739,0.723792195,1842.015259
0,0.628141284,1945.073975,0.670971692,1254.539063
1,0.634368896,1939.821533,0.66752249,1248.562988
2,0.640311003,1930.575439,0.665369987,1241.067261
3,0.645972371,1918.438721,0.664468706,1233.277222
4,0.651391625,1904.506592,0.664760351,1226.248657
5,0.656022787,1889.776123,0.666059732,1220.820435
6,0.660093188,1875.084595,0.667499483,1217.519409
7,0.663803458,1861.056885,0.668016195,1216.527222
8,0.667107463,1848.086304,0.670791984,1217.717651
9,0.670155823,1836.388672,0.674233019,1220.770752
0,0.778796375,1623.715454,0.735832393,1738.543335
1,0.78119576,1628.911133,0.742576063,1737.241455
2,0.783842623,1630.680176,0.747817636,1736.010986
3,0.786673963,1629.033325,0.750088155,1734.800049
4,0.789382577,1624.329346,0.751858175,1733.865967
5,0.79164362,1617.145996,0.753424048,1733.58374
6,0.7933743,1608.17395,0.75323081,1734.326782
7,0.794743538,1598.124146,0.752232552,1736.364502
8,0.795385718,1587.641113,0.749488652,1739.818115
9,0.79545629,1577.259399,0.741906047,1744.666992
0,0.716800928,1566.033691,0.760514975,1610.329346
1,0.71604073,1563.470459,0.760721147,1612.775391
2,0.716739237,1558.097046,0.761575639,1615.158813
3,0.718706608,1550.36145,0.762769938,1617.402832
4,0.721679032,1540.749146,0.764322937,1619.556885
5,0.725498438,1529.754517,0.766169548,1621.741821
6,0.730257154,1517.851196,0.767441154,1624.113892
7,0.735201001,1505.457153,0.767006457,1626.833008
8,0.739590764,1492.943359,0.76423949,1630.028076
9,0.743541121,1480.621338,0.759060323,1633.772095
0,0.697335482,2081.741943,0.671684444,1720.705444
1,0.701432288,2079.738525,0.665510416,1719.019287
2,0.705120862,2073.900635,0.656159103,1716.950928
3,0.708271623,2064.997314,0.648803711,1715.192383
4,0.711123347,2053.92627,0.6440382,1714.390381
5,0.713753283,2041.602783,0.640525281,1715.033813
6,0.716349304,2028.890869,0.637270093,1717.415771
7,0.718962252,2016.513062,0.634353995,1721.579834
8,0.721150696,2004.998657,0.631664336,1727.356079
9,0.723136365,1994.685181,0.629209399,1734.389038
0,0.643071175,1418.941162,0.623028576,1908.553467
1,0.643762887,1421.212036,0.622910559,1917.540283
2,0.645140946,1422.108521,0.623137772,1923.955322
3,0.647409379,1421.306641,0.623790145,1927.28479
4,0.650453687,1418.659912,0.624748409,1927.423462
5,0.654128015,1414.186768,0.625994861,1924.598633
6,0.658517778,1408.040161,0.627502441,1919.276611
7,0.663420975,1400.471313,0.628915071,1912.078125
8,0.668360054,1391.80188,0.630556226,1903.680908
9,0.673090935,1382.381592,0.632200122,1894.791016
0,0.719080269,1576.435913,0.649630427,1556.237305
1,0.721124291,1571.317017,0.659045398,1545.866699
2,0.723689079,1563.821411,0.6715644,1535.797974
3,0.726736784,1554.623657,0.683892846,1526.823608
4,0.730203569,1544.421997,0.693678141,1519.511963
5,0.733730078,1533.832275,0.701036215,1514.204834
6,0.736490905,1523.271729,0.709648967,1511.016724
7,0.738471806,1513.029175,0.722755253,1509.876099
8,0.739423275,1503.2052,0.72840035,1510.584595
9,0.73924762,1493.819092,0.728713632,1512.856201
0,0.704010665,1335.64856,0.701850057,1715.112671
1,0.707800269,1327.916138,0.702880204,1719.446899
2,0.710875809,1320.120972,0.702358663,1724.979248
3,0.713023543,1312.408447,0.701292574,1731.507813
4,0.712580025,1304.866699,0.699574113,1738.793335
5,0.710019231,1297.549316,0.696945548,1746.573608
6,0.708818913,1290.485352,0.69257611,1754.584595
7,0.707644999,1283.674316,0.686073124,1762.571655
8,0.707616508,1277.099365,0.679199219,1770.299072
9,0.708184123,1270.745972,0.673680305,1777.558228
0,0.564035356,1009.261719,0.65899384,1528.848633
1,0.563617647,1010.441406,0.660143375,1529.082642
2,0.564893961,1006.351379,0.66516453,1525.467529
3,0.567672372,997.7784424,0.672555208,1519.039429
4,0.57110256,985.6781006,0.684173584,1511.009033
5,0.574544966,971.0706787,0.701887369,1502.597046
6,0.578578711,954.9611206,0.721856713,1494.911133
7,0.583666325,938.2695313,0.735535324,1488.848267
8,0.590087235,921.7849731,0.744283736,1485.049438
9,0.598449051,906.1380005,0.748091638,1483.88269
0,0.603664815,1598.143188,0.744009078,1794.163818
1,0.604071736,1598.113159,0.746740699,1797.148804
2,0.603675008,1597.925171,0.745462358,1799.62915
3,0.602748632,1597.325562,0.74257338,1801.174072
4,0.602334917,1596.130249,0.739418566,1801.497437
5,0.602602839,1594.236084,0.736416936,1800.454346
6,0.603426814,1591.602905,0.734098971,1798.026733
7,0.60469836,1588.247437,0.732484281,1794.298462
8,0.606405318,1584.230591,0.731704354,1789.430054
9,0.60858494,1579.648438,0.731629789,1783.63501
0,0.624960661,1697.096924,0.764396846,1374.836182
1,0.624720573,1694.826782,0.764708817,1370.324829
2,0.625808358,1691.524658,0.765414119,1365.209595
3,0.628258586,1687.493408,0.766301811,1359.875732
4,0.631700993,1683.025635,0.76752454,1354.652466
5,0.636168778,1678.388306,0.768811703,1349.806519
6,0.64124012,1673.806641,0.770159245,1345.53418
7,0.64687705,1669.453369,0.771757662,1341.955078
8,0.652663171,1665.445068,0.773358166,1339.120605
9,0.658732116,1661.850342,0.774947107,1337.026001
0,0.741002738,1391.404175,0.72483182,1615.202271
1,0.744298637,1391.130249,0.72821182,1614.359375
2,0.747806787,1389.155151,0.731354415,1613.964355
3,0.751407862,1385.642578,0.734096944,1613.92395
4,0.754868567,1380.855225,0.735604525,1614.223633
5,0.758247197,1375.115845,0.736490905,1614.900879
6,0.761690974,1368.771729,0.737097144,1616.013062
7,0.765308976,1362.157837,0.737176538,1617.614258
8,0.769337296,1355.575562,0.73713243,1619.735962
9,0.773391366,1349.272583,0.737015784,1622.373291
0,0.688899755,1050.937622,0.751274288,2112.385498
1,0.691606283,1046.544067,0.751658142,2117.430664
2,0.692688644,1041.164185,0.752132177,2123.996338
3,0.693475366,1035.026855,0.752469897,2132.033691
4,0.696959794,1028.322876,0.752728939,2141.406494
5,0.70081991,1021.209961,0.752937138,2151.90332
6,0.705343306,1013.821167,0.753219962,2163.259033
7,0.710822225,1006.260071,0.753486454,2175.162354
8,0.717184126,998.614624,0.75375092,2187.274902
9,0.72415638,990.951355,0.753971338,2199.290527
0,0.754218876,1480.632446,0.740631759,1904.852783
1,0.755822062,1477.5896,0.739825428,1911.923584
2,0.757425964,1473.354858,0.738887548,1916.19165
3,0.758962691,1468.066284,0.737744808,1917.781982
4,0.760371923,1461.897705,0.736641467,1917.008057
5,0.761649549,1455.046997,0.735560417,1914.303345
6,0.762887239,1447.71582,0.734488904,1910.14978
7,0.764069259,1440.10022,0.73346287,1905.029053
8,0.76518625,1432.375122,0.732352018,1899.391357
9,0.766266525,1424.689941,0.731405973,1893.631592
0,0.596390784,1396.727905,0.680330396,1691.914429
1,0.597350419,1395.36853,0.683827698,1686.764893
2,0.600324869,1392.497925,0.688085258,1680.900146
3,0.605565727,1388.286255,0.691786051,1674.642334
4,0.613640666,1382.96228,0.693600774,1668.360596
5,0.624842644,1376.790771,0.692480445,1662.411865
6,0.639679611,1370.039551,0.691330969,1657.122437
7,0.656344295,1362.976318,0.689638972,1652.753296
8,0.672154427,1355.845947,0.687012374,1649.490967
9,0.684403479,1348.851563,0.683609366,1647.432861
0,0.623015702,1655.898804,0.745900452,1575.539185
1,0.621590853,1655.775024,0.744887948,1575.1427
2,0.62018162,1654.384521,0.743461072,1575.168579
3,0.619765878,1651.845093,0.741808414,1575.399292
4,0.620819747,1648.289307,0.739543319,1575.66394
5,0.622919381,1643.857788,0.736735702,1575.838379
6,0.625990808,1638.693604,0.733941674,1575.844971
7,0.63000828,1632.932983,0.731494844,1575.645508
8,0.635433614,1626.710205,0.729250073,1575.241699
9,0.640897632,1620.151367,0.727524817,1574.659546
0,0.627702475,1600.141968,0.714338541,1531.738403
1,0.628229439,1599.522095,0.715946436,1533.534668
2,0.629296184,1597.864258,0.717345536,1535.344116
3,0.630938709,1595.276245,0.718458414,1537.102051
4,0.633313656,1591.876953,0.719819486,1538.76123
5,0.636322677,1587.788208,0.721073389,1540.285889
6,0.639946163,1583.129517,0.722393095,1541.645264
7,0.644270182,1578.016357,0.723625362,1542.816528
8,0.649074972,1572.556274,0.725419104,1543.77478
9,0.654459655,1566.844238,0.728007674,1544.504517
0,0.672161162,1835.232422,0.739822745,1403.075195
1,0.667957246,1833.791016,0.741257071,1399.667969
2,0.66365087,1829.68042,0.742223442,1395.01123
3,0.659388542,1823.452393,0.742955863,1389.794067
4,0.655253112,1815.724365,0.743240714,1384.681885
5,0.651229501,1807.121338,0.743269861,1380.239868
6,0.64750433,1798.206665,0.743171513,1376.899048
7,0.64428848,1789.450928,0.742866337,1374.920532
8,0.641557455,1781.203857,0.742473006,1374.401733
9,0.639109313,1773.690674,0.742030144,1375.296143
0,0.633911133,2054.13501,0.700920284,2076.781006
1,0.633575439,2055.515381,0.700045466,2077.378418
2,0.633737504,2056.123291,0.699619532,2078.053955
3,0.634425879,2055.751465,0.699440539,2078.389404
4,0.635487199,2054.317383,0.699681282,2078.155273
5,0.636987329,2051.844482,0.700185835,2077.281006
6,0.638785779,2048.435547,0.700868726,2075.821533
7,0.640787065,2044.259521,0.701647282,2073.920898
8,0.643092871,2039.517944,0.702644885,2071.774414
9,0.645549834,2034.423096,0.703575969,2069.589355
0,0.769325078,1353.337646,0.753670275,1562.501343
1,0.769212484,1354.822144,0.754401326,1561.588013
2,0.769541442,1354.547729,0.754983187,1560.799438
3,0.770220935,1352.626099,0.755236804,1560.138184
4,0.771214485,1349.263794,0.755133748,1559.637329
5,0.7724365,1344.727905,0.754514575,1559.3479
6,0.774094641,1339.319702,0.753486454,1559.322876
7,0.776156962,1333.339233,0.7520684,1559.60144
8,0.778097212,1327.064819,0.750210881,1560.206421
9,0.779755294,1320.741089,0.747028947,1561.138672
0,0.646832287,1471.075195,0.695755363,1512.290771
1,0.642076254,1472.269775,0.693012834,1513.521851
2,0.638380945,1472.135742,0.691951513,1514.026733
3,0.637125671,1470.706909,0.692416728,1513.881958
4,0.637700081,1468.094971,0.694158256,1513.229004
5,0.639605045,1464.468872,0.697199166,1512.245605
6,0.643830001,1460.033325,0.701346159,1511.119995
7,0.648936629,1455.005371,0.706460238,1510.025146
8,0.654601395,1449.596558,0.712148011,1509.102661
9,0.660964608,1443.995605,0.718090117,1508.453613
0,0.714807808,1191.047729,0.730138481,1402.998047
1,0.720123947,1189.479858,0.733603895,1402.658325
2,0.726180673,1187.525391,0.738422334,1402.814697
3,0.73255074,1185.259033,0.742597818,1403.46106
4,0.738785803,1182.737915,0.745355904,1404.555054
5,0.744142652,1180.005249,0.747245252,1406.030396
6,0.748302519,1177.093628,0.748664677,1407.803101
7,0.751341403,1174.021484,0.749165177,1409.779907
8,0.753542066,1170.805664,0.74898684,1411.862793
9,0.754907906,1167.454468,0.748099089,1413.960693
0,0.800446212,1667.736084,0.77491796,1606.780884
1,0.801641166,1666.522705,0.773799658,1606.697876
2,0.802581131,1664.239502,0.768002629,1605.233887
3,0.803177238,1661.065186,0.7586236,1602.650024
4,0.803354919,1657.202759,0.753607154,1599.240967
5,0.803396285,1652.853149,0.750210881,1595.305176
6,0.803283691,1648.218994,0.747261584,1591.113892
7,0.803122938,1643.480713,0.744683146,1586.901001
8,0.802865267,1638.785522,0.742549658,1582.848145
9,0.802522779,1634.252808,0.740616202,1579.084839
0,0.703777373,1360.518677,0.754206657,1684.333252
1,0.702353895,1361.675903,0.754419625,1681.572876
2,0.70241493,1361.990845,0.756225586,1679.053345
3,0.703908265,1361.471558,0.758917928,1676.751709
4,0.706372082,1360.16272,0.76180625,1674.679443
5,0.709682882,1358.138428,0.764782012,1672.875366
6,0.713031709,1355.49231,0.767371953,1671.391846
7,0.716127515,1352.330078,0.769744873,1670.281616
8,0.718254268,1348.762451,0.7712816,1669.598389
9,0.719679117,1344.900269,0.772186279,1669.382813
0,0.647020817,1639.420166,0.727541804,1552.681641
1,0.658120394,1637.402832,0.730125606,1552.752441
2,0.670159936,1634.045288,0.731292725,1552.976196
3,0.680885851,1629.607666,0.73052913,1553.432251
4,0.689534485,1624.349487,0.728761792,1554.174683
5,0.696335196,1618.48999,0.726748347,1555.230957
6,0.70230782,1612.222778,0.724525273,1556.597534
7,0.707641602,1605.726196,0.721907556,1558.24585
8,0.712773979,1599.142212,0.719474256,1560.120972
9,0.717512369,1592.584839,0.717052519,1562.1521
0,0.714446366,1572.306274,0.713852286,1363.943481
1,0.715068877,1571.458008,0.71089679,1366.160645
2,0.715981066,1568.627197,0.708685279,1367.662109
3,0.717137337,1564.02832,0.706920028,1368.642578
4,0.718459725,1557.947876,0.70539552,1369.369507
5,0.720051408,1550.708496,0.703173161,1370.140747
6,0.721752226,1542.643066,0.698472083,1371.230713
7,0.723701298,1534.069824,0.691083431,1372.859497
8,0.725537777,1525.272095,0.68555367,1375.169922
9,0.727560759,1516.494385,0.682406962,1378.223389
0,0.480959058,1483.46875,0.698453069,1538.036865
1,0.477729619,1488.842163,0.699310958,1537.143188
2,0.476681173,1488.89917,0.700615108,1533.101196
3,0.477553993,1484.147217,0.702233911,1526.564209
4,0.480324298,1475.428955,0.70414567,1518.44751
5,0.485110134,1463.771729,0.706157744,1509.746216
6,0.492683232,1450.255859,0.708020687,1501.396729
7,0.50368315,1435.89563,0.707956254,1494.154175
8,0.519976795,1421.55835,0.704198539,1488.550903
9,0.542185485,1407.918091,0.697141528,1484.873901
0,0.764647067,1615.956543,0.742165804,1439.494629
1,0.751685917,1619.340454,0.735015869,1440.201782
2,0.739278138,1622.059326,0.73009032,1440.980713
3,0.718628585,1623.599121,0.727169454,1441.453979
4,0.693850398,1623.662354,0.725598156,1441.46106
5,0.679697692,1622.161255,0.725221097,1441.021851
6,0.67328018,1619.1875,0.725832105,1440.275146
7,0.670467138,1614.969604,0.727127433,1439.429199
8,0.669965982,1609.84082,0.729155123,1438.713867
9,0.671532512,1604.1604,0.731571436,1438.331299
0,0.707497835,1558.389771,0.691782653,2036.096069
1,0.708928108,1559.257935,0.694553614,2038.27417
2,0.710702181,1558.648315,0.697991967,2038.835571
3,0.712398946,1556.66748,0.702858508,2037.919922
4,0.714097738,1553.472168,0.711414278,2035.751221
5,0.715886772,1549.24292,0.722330749,2032.603149
6,0.717823625,1544.184692,0.730132401,2028.771118
7,0.719691277,1538.513184,0.734178305,2024.539795
8,0.72168988,1532.43335,0.736559391,2020.172241
9,0.723825395,1526.134155,0.738235831,2015.892944
0,0.590435803,1212.507446,0.769131124,1258.358521
1,0.602107048,1210.543457,0.768682182,1259.724365
2,0.617097974,1207.808105,0.767245173,1261.456543
3,0.634892464,1204.448364,0.764203548,1263.494995
4,0.651083052,1200.607666,0.757868111,1265.791504
5,0.665740311,1196.418701,0.74916786,1268.301514
6,0.6776191,1192.000366,0.741542578,1270.976074
7,0.688117802,1187.452637,0.735358357,1273.759155
8,0.698064506,1182.854736,0.730143905,1276.590698
9,0.707424581,1178.268555,0.725673437,1279.401611
0,0.585939527,2216.42749,0.721884489,1544.089233
1,0.585235596,2218.498535,0.721794963,1545.575317
2,0.585162342,2217.299316,0.722165942,1546.926392
3,0.585860193,2213.211426,0.722975671,1548.413208
4,0.58715415,2206.752441,0.724129915,1550.414063
5,0.588711202,2198.498535,0.725324869,1553.307861
6,0.590643287,2189.040527,0.726929367,1557.425659
7,0.593107104,2178.933838,0.728654623,1563.001099
8,0.596120894,2168.673828,0.728210449,1570.136841
9,0.600296378,2158.647217,0.724165201,1578.796143
0,0.658529997,2092.187256,0.717801213,1969.965088
1,0.658492684,2091.484375,0.714769125,1971.87854
2,0.658454061,2088.58374,0.712044954,1972.975342
3,0.658191621,2083.487061,0.709925652,1973.102783
4,0.657950819,2076.367432,0.708219409,1972.338867
5,0.657835543,2067.579102,0.706865788,1970.928955
6,0.658076286,2057.549561,0.706271708,1969.203857
7,0.658525944,2046.741455,0.706306994,1967.514282
8,0.659336329,2035.599854,0.706612825,1966.179321
9,0.660134554,2024.525146,0.707157373,1965.423584
0,0.5942505,1978.86792,0.693850398,1829.357422
1,0.603419304,1976.74292,0.704815686,1828.981201
2,0.618538439,1973.294556,0.7118361,1828.341553
3,0.639188647,1968.522705,0.715765357,1827.281616
4,0.661063612,1962.451904,0.718470573,1825.705322
5,0.678608537,1955.155518,0.720869958,1823.587158
6,0.689599633,1946.741455,0.722393811,1820.972412
7,0.696410477,1937.363037,0.72356838,1817.975342
8,0.701895475,1927.210571,0.724519193,1814.758057
9,0.70709163,1916.493896,0.72512275,1811.521484
0,0.678536654,1620.978271,0.74927032,1745.395142
1,0.680198848,1619.149658,0.750691712,1740.919678
2,0.682483613,1616.359375,0.753165007,1736.797607
3,0.685306132,1612.80957,0.756409347,1733.108154
4,0.68841213,1608.698486,0.76003623,1729.915283
